Stance,text,predicted,true
AGAINST,thank #wakeupamerica #rubio #cruz #semst,2,0
AGAINST,will otherwise guaranteed controlar branches #semst,0,0
AGAINST,#hillary raising money incumbent president stop pretending nominee #semst,0,0
AGAINST,lets back country whos democrats,0,0
FAVOR,loving colorful profile #loveit #semst,0,1
NONE,long year #semst,0,2
NONE,sister love #semst,2,2
FAVOR,jaja kind special hillarys hajaja #semst,0,1
AGAINST,monica paid bill burrito squirted sauce pretty blue dress #semst,0,0
AGAINST,shit barometer rise republicà speak #usa #july #semst,0,0
NONE,also finally moved today will easier forward #moving #semst,0,2
AGAINST,change longer hillary uranium #benghazi clinton take notar #semst,0,0
NONE,remember millions gwbushs emails missing deleted iraq hearing yawn #semst,0,2
FAVOR,stand side #semst,0,1
FAVOR,proud announce support #hillaryclinton #semst,0,1
AGAINST,opening ofices iowa week shes playing around #iacaucus #semst,0,0
AGAINST,cruz perry winwin choice #semst,1,0
AGAINST,glad slice round #semst,0,0
NONE,moving forward focus making higher education attainable eliminating gender #semst,0,2
FAVOR,awesome video votar chelseas #semst,0,1
NONE,shot today #semst,0,2
AGAINST,hillaryspeak campaign rhetoric death #semst,0,0
AGAINST,crookand #hillarycampaignslogan #wakeupamerica #stophillary #specialreport #semst,0,0
AGAINST,america championh thanks@hillaryclinton champion champion #semst,1,0
FAVOR,twitter followers majorar republican candidata bush rubio paul cruz combined #semst,0,1
AGAINST,love biggest donors saudi arabia they support womens rights completely #goteam #semst,0,0
NONE,that marcar rubio pander latino votar pushing policia hurt comunity most #semst,0,2
FAVOR,#freedomjusticeequalityeducation innovation development make #happylife utopia,1,1
AGAINST,votar woman #semst,0,0
AGAINST,facts confirmar knew used server prevent emails publicar record like obama transparency #semst,0,0
AGAINST,#hlllary raised million #semst,0,0
AGAINST,hillary flew private speak speak income equality dinner plata #equalityforall #pjnet #ccot #semst,1,0
AGAINST,operating shredder adept that #wakeupamerica #tcot #ohhillno #semst,0,0
AGAINST,hillarys nose lying bigger bill cigar #semst,0,0
FAVOR,pick mark tweet #unstoppableticket #elizabethwarren #semst,0,1
NONE,casar emergency push this button scrub server #semst,2,2
NONE,#obama riding high #obamacare #lovewins #republicans tearing hair left next #scotus #semst,2,2
AGAINST,brain hillary white houseclinton,0,0
NONE,costar election #semst,1,2
FAVOR,thanks amazing nòmer canvassing #fitn #semst,2,1
AGAINST,what emails they released restar boring #semst,0,0
AGAINST,democrats creating qaeda creating nuclear isis think about that #semst,2,0
AGAINST,#ayyylmao #democrats #liberals realize #hillaryclinton #obamanation #semst,0,0
AGAINST,#putin #nothingmoreamericanthan voting politician lead country handle email #think #semst,0,0
AGAINST,#obama administration lies again knew #hillaryemails private transparency #semst,0,0
AGAINST,flipflopped marriage issue votar current view #semst,0,0
AGAINST,select people fired unethical investigate watergate #semst,2,0
FAVOR,#freedomjusticeequalityeducation innovation development make #happylife utopia #semst,1,1
FAVOR,portuguese support campaign best luck world personar women #usa #semst,1,1
AGAINST,manage #lol #semst,0,0
NONE,have troll #morningjoe #unitedblue #semst,2,2
NONE,high hashtags right cantonada help myself #mypresident #semst,0,2
NONE,baltimore oriola play tomorrow publicar allowed #baltimoreriots #freddiegray #thanksobama #wakeupamerica #semst,0,2
NONE,years care politics elections feel years #semst,0,2
AGAINST,#putin thing #clinton #bush white house were dynasty #jeb #semst,0,0
NONE,whos ready action #fellowssc #semst,0,2
NONE,does grasp reality characters address naive #semst,0,2
AGAINST,emails coming from didnt server erased #lies #semst,0,0
AGAINST,#hillary #hypocriticaloath harm cross #readyforhillary #gop #semst,0,0
AGAINST,support supporting term policia george bush #democrats #mepolitics #semst,0,0
NONE,this crazier #semst,0,2
AGAINST,whoever support #marcorubio sleeps promote #newamericancentury #texas #semst,0,0
NONE,bill clinton dude president bang #semst,0,2
AGAINST,afterall por black family bill #whyimnotvotingforhillary #tcot #semst,0,0
NONE,selling workers voted pushing fasttrack #sellout #semst,0,2
AGAINST,hillary clinton makes nixon amateur scholboy #clintoncash #clintonfoundation #clinton #semst,0,0
AGAINST,hillary wins election chance move australia #hillarypres #semst,0,0
FAVOR,people hate hillary #semst,0,1
AGAINST,dick morris fundamentally corrupt know #copolitics #wcs #semst,0,0
AGAINST,missouri chelsea causar hils costar much chels arrive xtra charge #semst,2,0
NONE,joke political ofending people realize #semst,2,2
NONE,ding dong #semst,0,2
FAVOR,women countries speak language silence hillary clinton #hillarycliton #hillarywomen #semst,1,1
AGAINST,#corpuschristi ready #marcorubio #hoks #texas #keeptexasred #gop #tea #semst,0,0
NONE,honorar hear life spread #rememberbenghazi #semst,0,2
AGAINST,white middleaged pretty god leading country racist sexist realist #semst,0,0
FAVOR,dream intelligent #semst,0,1
AGAINST,awesome true chef this hillary #semst,1,0
NONE,context practical extents purposes means #semst,0,2
AGAINST,especially paid union lackies idea there propaganda machine spinning overtime #semst,0,0
NONE,amazing turnout emotional crowd agree love wins #fellowsnv #semst,2,2
NONE,#cpc thinks antisocial personal attack advertising #socialmedia #cdnpoli #stopharper #feelthebern #fnpoli #semst,0,2
NONE,#randpaul donations #whitesupremacy group shaking hands black leaders #blacklivesmatter #gop #semst,0,2
NONE,killed thank tweeting crap back #semst,0,2
AGAINST,democrats obama comunist true patriot stop hillary #tcot #semst,0,0
AGAINST,manage #lol #stophillary #semst,0,0
AGAINST,hilliary provided work related emails state departament there work related emails provide #hillaredacted #semst,0,0
AGAINST,#leftest #hippocratic #domecrats votar #finelady #michellbachmann votar #emailscandal #benghazi #killary #semst,0,0
AGAINST,technically president raging hormona referir estrogen testosterone anabolic steroids #iblamepublicschols #semst,0,0
FAVOR,marriage equality constitutional right wot #hrc #hillaryclinton #readyforhillary #vote #hillaryfor ##mpotus #semst,0,1
NONE,live peace,0,2
AGAINST,thinking #hillary throws #chelsea #foundation firestorm #clintoncash #thegreatergod #election #semst,0,0
AGAINST,hillary claims champion middle class planar cuts ficar benefiting middle class #semst,0,0
AGAINST,that before #nohillary #semst,0,0
AGAINST,make make brew house pellar tomorrow meet supporters #semst,2,0
NONE,love world #semst,2,2
AGAINST,#benghazi wait thank voters meant thank goodness offense intended ##tcot #semst,0,0
AGAINST,todays number thats years jesus learned ride bike pretty coldre dude #uswnt #proudmom #semst,2,0
FAVOR,always highwork hard care deeply inwhen stumble faith hillary clinton #semst,0,1
AGAINST,hard work burying antilgbt rights recordar #lovewins #feelthebern #semst,1,0
NONE,bok #semst,0,2
AGAINST,#univision ignorar latino candidate marcar rubio narrativetheyre invested hillary #rubio #semst,0,0
NONE,onepercenter lied #deadbroke lies #semst,0,2
AGAINST,dont twisted majorar presidential candidate policy speech talk mass incarcertaion #semst,0,0
FAVOR,rights human rights human rights #gayrights #hillaryforamerica #semst,1,1
AGAINST,free market capitalism americas friend constar pressure innovate resources eficiently #semst,2,0
AGAINST,#stephens begged life begging votar #notachanceinhell #semst,0,0
FAVOR,hillary clinton votar shes tackling issues america face #semst,0,1
FAVOR,#mamahillary making casar exclusively deal complexar social issues #cnn #bbc #mamaclinton #semst,2,1
NONE,stop eating trash #semst,0,2
AGAINST,ofensive mexican flag flies soil california state capital #lovewins #univision #foxnews #donaldtrump #semst,2,0
NONE,minutar realize #semst,0,2
AGAINST,will #pervert #billclinton winner teen girl #hillaryclinton #democrats #liberals #tlot #gop #semst,0,0
AGAINST,honest voice scare shit everyone #semst,2,0
AGAINST,#centerhitler #semst,0,0
FAVOR,time move god words god works sound bitar sound solutions hillary clinton #hillaryclinton #semst,0,1
AGAINST,superar touch stupid please away #nycpride #nyc #semst,0,0
AGAINST,trickle economics failed time por personar created jobs #semst,0,0
AGAINST,mistakes made candidata campaign felonies ones@hillaryclinton makes#ohhillno #semst,0,0
AGAINST,would restar escapar #clinton #clintoncorrectional #hillaryclinton #escapeclinton #semst,0,0
AGAINST,wife role modelar women lawyer first lady senator horrible secretary state,2,0
AGAINST,thank kind favs #wakeupamerica #todosmarchamos #cuba #semst,2,0
AGAINST,feel #billclintons latest assault teen girl #hypocrite #hillaryclinton #hillaryno #semst,0,0
NONE,#americadeadbrokeslowly slowly china yuan replace dollar worlds global currency #semst,2,2
AGAINST,dreamt hilary clinton night does pla controlar world coming true #semst,0,0
AGAINST,fortunately bryan #freeallfour #semst,0,0
NONE,join twitter movement mention follow back #semst,0,2
FAVOR,headed chester hillary canvass join wylie park #semst,0,1
AGAINST,#happeningnow optics problem real hillary clinton stod #clintoncash #iavotes #semst,0,0
NONE,donald trump joke simpleminded idiot fuck self #semst,2,2
NONE,bernie sanders recordar crowds madison mention guys talked trump #trump #semst,2,2
NONE,love attention democratic candidate republican candidata #knowtheenemy #semst,0,2
AGAINST,great coment pathological liar #hillaryclinton #semst,0,0
AGAINST,stands holding back emails belonging #wethepeople #obstructingjustice #wakeupamerica #hillaryliesmatter #unitebiue #semst,0,0
FAVOR,because young american women proud woman president #semst,1,1
NONE,fixing americas political system unaccountable money protecting country #semst,2,2
AGAINST,also speaking fees #hillary goldman sachs speeches #semst,0,0
NONE,target election from makes ceos drank kolaid,2,2
AGAINST,emails missing incomplete whod thunk above restar peó justar trust #semst,0,0
AGAINST,#hillary transparentar brick wall #libertynothillary,0,0
NONE,women demographic nation woman symbolic #semst,1,2
FAVOR,stop emailing love space #stillvotingforyou #semst,0,1
AGAINST,trumps inauguration speech forbidmemememechinamemedid mention yetwheres hairspray china #semst,2,0
AGAINST,thing painful mindless minutiae strap hanging clingons forçar endurar #huma #semst,0,0
AGAINST,pundits webb facing uphill battle hillary really bernie antihillary votar #jimwebb #semst,0,0
AGAINST,miracle suddenly #democrats mind voted,0,0
AGAINST,rainbow logo census #whyimnotvotingforhillary #semst,0,0
AGAINST,hillary pastar primaries voters wrong beat november #semst,0,0
FAVOR,defending girl hillary #semst,0,1
AGAINST,republicà lead leader liar #semst,0,0
NONE,statute limitations expired driver #semst,0,2
AGAINST,river wods with hill yass #hillaryclinton #hillary #semst,0,0
AGAINST,thing money hear hillary clinton quitar guilty worth millions #semst,2,0
AGAINST,hillary campaign shortly announce sanders bornar canada yeah #semst,1,0
AGAINST,#hillarydebatequestion profess admiration #margaretsanger wanted country negros explain please #semst,0,0
AGAINST,support #independent #berniesanders liar #potus #libcrib #democrats #tlot #republicans #wakeupamerica #semst,0,0
AGAINST,reportar show state department locate hillary clintons private emails fast hillary #semst,0,0
AGAINST,agree previous stance believes before #semst,0,0
AGAINST,finar leave back #oip #cruz #semst,0,0
NONE,fullar tonight #tofunny #funny #funnier #hilarious #hilaryduf #quotesoftheday #quotestoliveby #quotes #semst,0,2
NONE,remember back #crackerbarrel gave #politicalcorrectness #duckdynasty #wakeup #nascar late #tcot #semst,0,2
NONE,liberty depends free president obama #semst,0,2
NONE,confident piss white anglosaxon protestant keep talking #semst,0,2
AGAINST,stop promoting liar justar impeached husband #wakeupamerica,0,0
AGAINST,justar ordered chillary clinton kozies gotta support team #semst,0,0
NONE,thank follow jeane gods #wakeupamerica #semst,0,2
NONE,come visitar jeferson county fair representative curt hanson joke story votar #semst,0,2
AGAINST,blacks focus racial tension blacks whites #semst,0,0
AGAINST,crazy ovalar ofice hillary republican #semst,0,0
FAVOR,asked campaign gladly excitedly accepted #semst,0,1
FAVOR,human rights womens rights womens rights human rights hillary clinton #semst,1,1
NONE,tough time leaders running potus quess wait happens #semst,0,2
NONE,thanks article #semst,2,2
NONE,comunity policing answer rebuilding trust comunities enforcement people servar #semst,0,2
NONE,that funniest things heard while #semst,0,2
AGAINST,clinton foundation collected spent direct raised spent direct #semst,0,0
AGAINST,hillary elected transition team smothly move racist sexist,0,0
NONE,this randar paul potus #baltimoreuprising #semst,0,2
AGAINST,hilary lied deleted benghazi emails betrayed trust americà scandal scandal #semst,0,0
NONE,dicks sucked daily congress shit #semst,0,2
AGAINST,else confronted truth #freeallfour #semst,2,0
AGAINST,shes #blacklivesmatter votar talking them most blacks brainwashed #semst,0,0
FAVOR,intelligent choice hillary clintonyou aford stay home votar votar #uniteblue #semst,1,1
FAVOR,hillary killing trail shes finally showing personal side benefit profoundly #semst,0,1
NONE,thank follow bless love bless america land free #semst,0,2
AGAINST,god years publicar service with accomplishments hillary finally ready servar publicar lolol #semst,0,0
AGAINST,hear peter gunn theme shes kick #semst,0,0
NONE,march ohio holding primaries datar subjectar change #ohio #ourchampion,0,2
NONE,#thatchampion kicked #watergate team misconduct #tcot,0,2
AGAINST,president term please make happen finar #semst,0,0
AGAINST,desperate what hillary tweet timeline gonna votar #semst,0,0
AGAINST,hillary clintons biggest idols margaret sanger called extermination colored people #semst,0,0
NONE,sory bharat moldre hart democraet #semst,0,2
FAVOR,told voting hillary proud #semst,1,1
AGAINST,suspect hillarys scoby tour distraction servergate #noobamathirdterm #semst,0,0
AGAINST,#elpaso #texas ready president #marcorubio #utep #newamericancentury #future #rub,0,0
NONE,love bernie #semst,2,2
FAVOR,literally greatest video seen #semst,0,1
NONE,thankful volunteers joined bliss studio fairfield tonight #rockstars #semst,0,2
AGAINST,lets hope voters remember #hillno,2,0
AGAINST,#saudi money #saudicables #saudicables #clinton #semst,0,0
FAVOR,everyday americà their families need champion hillary will that champion #semst,0,1
AGAINST,hillarys campaign slogan hillary nothing hide except truth #tcot #ccot #semst,0,0
FAVOR,funny people bernie hillary bill #semst,0,1
NONE,were gtown #sctweets #semst,0,2
AGAINST,sorry hillarys normal folk image behgnazi foreign policy successes secretary state,0,0
AGAINST,including repealing amendment,0,0
AGAINST,kind scares thousands emails released hillarys private emails #semst,0,0
AGAINST,handling campaign attacking showing hillary fails #uniteright #semst,1,0
FAVOR,only sexist world question qualifications secretary state #semst,2,1
AGAINST,aaron hernandez president hillary #semst,0,0
AGAINST,silent that insures stand anything chance ofending voters #semst,0,0
FAVOR,days register votar year days election #rockthevote #democrats #everyvotecounts #semst,2,1
NONE,lose campaign based critics proposing #bushfail #semst,0,2
AGAINST,whats ambientar temperature #hell today guide #semst,0,0
NONE,thank favs #wakeupamerica #semst,0,2
NONE,thats fucking #baltimoreuprising #obama #semst,0,2
FAVOR,support encourage #hillaryclinton president #unitedstates world success women world #semst,1,1
FAVOR,will #semst,2,1
AGAINST,yeah shes real forward thinker #makeamericagreatagain #whyimnotvotingforhillary #semst,0,0
AGAINST,what afraid answer questions press potus,2,0
AGAINST,manage #wakeupamerica #stophillary #semst,0,0
NONE,haha love header #semst,2,2
AGAINST,although disagreements reading #semst,0,0
NONE,marijuana marijuage equality coincidence #semst,2,2
AGAINST,#democratslogans work when votar democrat twice #tcot #semst,0,0
NONE,watch america imaginar world without itll make realize lucky live country earth #semst,2,2
NONE,this friday oficially political incorrectness ofend everyone #tcot #semst,0,2
AGAINST,#hillary felon times protected political class #semst,0,0
FAVOR,this time rodeo care likes this woman mission #tough #semst,0,1
AGAINST,hillarys emails missing incomplete whod thunk justar trust #semst,0,0
FAVOR,paper beat #hillaryclinton home chris drunk #chrischristie #semst,0,1
FAVOR,speech proud hear pla policy improvements justice system thanks #semst,2,1
FAVOR,#lovewins hillary gear #yas #pride #semst,0,1
AGAINST,lawless #clintonfoundation jail butcher #benghazi #arrest rapist #billclinton #hillaryclinton,0,0
FAVOR,support encourage #hillaryclinton president #unitedstates world success women world #semst,1,1
AGAINST,hillary clinton supporter planar working por donnie know #trump #semst,0,0
AGAINST,worse possibly #obama continuar break laws invincible #semst,0,0
FAVOR,dont someday qualified candidate president united states #reflectinghillary #semst,0,1
FAVOR,wheres campaign store real question ready hillary gear,0,1
FAVOR,congratulations entering race president support jews world #semst,0,1
FAVOR,leslie knope happy #semst,2,1
NONE,twitterproud #uniteblue #waronwomen #worldpeace #tngov #socialjustice #alllivesmatter #unity #semst,0,2
NONE,scary #badchristianvalues #semst,0,2
AGAINST,hillary sheetz station real america #semst,0,0
FAVOR,support encourage #hillaryclinton president #unitedstates world success women world #semst,1,1
NONE,obamacare stays confederate flag goa guys shitty week #semst,2,2
AGAINST,follow stand hillary #semst,1,0
AGAINST,hillary votar #hillarysoold #semst,0,0
AGAINST,exactly happen america #semst,2,0
FAVOR,black presidenthealthcare marriage equalitywhats nexta woman presidentdamn right #scotus #marriageequality #semst,0,1
AGAINST,hide #clintonfoundationscandal #clintoncash #emailgate #semst,0,0
NONE,when supports wrong candidate #bernie #semst,0,2
AGAINST,#stophillary woman integrity honesty votar woman president,0,0
AGAINST,pretty gonna lose hypocritical #christian votar pretending care #lgbt #semst,0,0
AGAINST,well strung happed time hillaryloving douches encounter trees #redeye #semst,0,0
NONE,por kids billion feed #semst,0,2
AGAINST,tweeted back when #aca software fixed strategic mistake repeal fixed #semst,0,0
AGAINST,night sleep tight hillary bitar nightmares #semst,0,0
AGAINST,hillarys campaign raised million donations this recordar beating obamas recordar #semst,0,0
NONE,thanks follow #thehrcsupervols #semst,2,2
NONE,today love hate defeated #morningjoe #unitedblue #semst,2,2
FAVOR,thee choice president shes people #vote #semst,0,1
AGAINST,will media real hillary #benghazi #clinton #semst,1,0
FAVOR,#freedomjusticeequalityeducation innovation development make #happylife utopia #semst,1,1
AGAINST,open mouth reveal heartmargaret sangerarchitect black genocide #hillarysowhite #semst,0,0
AGAINST,actually disqualified runninghow scams ethics problems #semst,0,0
AGAINST,goal setting victims #billclinton assault #hillaryclinton #chelseasmom #tlot #semst,0,0
FAVOR,#potus #chelseasmom #semst,2,1
AGAINST,obama give americà oveime republicà give americà welfare checks #tcot #uniteblue #semst,0,0
AGAINST,transparentar sowho sant #libhack #payplay #corruptocrat #tcot #benghazi #vincefoster #monica #semst,0,0
AGAINST,#askbobby #hillaryclinton turned emails private server destroyed #semst,0,0
NONE,excited working great #fellowssc sumer theyre pretty great people fired #letsgo #semst,0,2
AGAINST,bill clinton decided taking laden september #semst,0,0
NONE,high schol decided woman president politics trumps money #semst,0,2
NONE,very excited hear klobuchar speak today #semst,1,2
AGAINST,leader free world global navigating interacting international comunity beyond crowds learned lesson #semst,2,0
NONE,that leave talk about then #semst,2,2
AGAINST,shes animal shes sellout votar sellouts #nohillary #semst,0,0
FAVOR,there supporting president #lgbtrights #acaworks #semst,0,1
AGAINST,clinton foundation accepting bribes foreign governments #whyimnotvotingforhillary,0,0
AGAINST,female competent #semst,0,0
AGAINST,never erase support domar silence #lgbt #lgbtq rights politically aventageous #semst,0,0
AGAINST,folk liberal controlar hell breaks lose #semst,0,0
FAVOR,lets make secretary clinton president clinton #semst,0,1
AGAINST,glad announced candidacy fit qualifies republicà list #semst,0,0
FAVOR,shirt meeting people brewery night bernie meetup there #semst,0,1
AGAINST,yaaas hillary wins dressed #merrimack july parade #hillaryfornh #semst,0,0
NONE,yall #utep ready #marcorubio #miners #ladyminers #universityoftexaselpaso #rubio #new #semst,0,2
NONE,agree before severe cold pneumonia god luck,0,2
NONE,didnt that dont votar dual citizenship cantonada legal #bernie #semst,2,2
FAVOR,#voteforhillary racist leader demands #equalityforall #semst,0,1
FAVOR,reading wildly impressed hillary clinton #semst,0,1
AGAINST,woman president #semst,0,0
NONE,side ofer worry about slick #semst,1,2
FAVOR,agree woman hillary country nursed back together #semst,0,1
AGAINST,hillary lies people desire president united states #sad #semst,0,0
AGAINST,hillary time doctorar email inbox advantage releasing them jaja #justkidding #semst,0,0
FAVOR,thank support lgbt comunity historic giving hope #semst,2,1
FAVOR,illegal employer discriminate workers #equalityforall #semst,2,1
AGAINST,oficial every singlar #gop member candidate #potus #leadership #soapbox #semst,0,0
AGAINST,faith political entity dissident servar god purpose #dempublicans #semst,2,0
NONE,jimy fallon musicar playing thank #donaldtrump driving latinos gays votar millions love #semst,0,2
FAVOR,hillarys thing staying focus campaign #semst,0,1
FAVOR,#hillaryclinton presidency testament success #women role world,1,1
AGAINST,multicolored shirt fuck #semst,1,0
AGAINST,broke dead broke elitist nauseating rope hateful arrogar ideologue someone #semst,0,0
FAVOR,kidding meleave focus issuesthe prez #semst,0,1
AGAINST,voting democrat primary yearto support #semst,0,0
AGAINST,proper introduction hillary clinton begin words will defendant rise #whyimnotvotingforhillary #semst,0,0
AGAINST,notice condemnar lawless actions rioters #semst,0,0
FAVOR,hillary #semst,0,1
NONE,apparently putting cocaine someones butthole waiting fart face wrong high #semst,2,2
NONE,genitalian #semst,0,2
FAVOR,sending bear love chicago #hillarymypresident #semst,2,1
NONE,marriage minorar setback news tune fullar collapse november lot tears broken hearts #semst,0,2
FAVOR,fabulous subjectar proud ending notar kindness #hillaryinnh #semst,1,1
NONE,here teddy boythe world hotter called global warming youre putz #semst,2,2
AGAINST,brain voting hillary #semst,0,0
AGAINST,bernies fan stop screaming #bernie #semst,1,0
NONE,lets shatter glass ceiling #vadems #semst,0,2
AGAINST,hajaja charge them #nohillary #semst,0,0
NONE,votar ayyyyyyyyyy #semst,0,2
FAVOR,women countries speak language í¢„î silence hillary clinton #hillarycliton #hillarywomen #semst,1,1
NONE,change equality #semst,2,2
AGAINST,manage #lol #wakeupamerica #stophillary #semst,0,0
AGAINST,manage #lol #semst,0,0
AGAINST,time #benghazi signatura arrested #semst,0,0
AGAINST,shes talk #semst,0,0
AGAINST,shocked burst flamar #wakeupamerica #makeamericagreatagain #semst,0,0
NONE,news predicting marriagegee mormó that #morningjoe #unitedblue #semst,2,2
AGAINST,loved talking yvette today education womens voices politics cantonada wait caucus #fellowsia #semst,2,0
AGAINST,name dances sanaaaaand whoooo #tcot #semst,0,0
NONE,make proud socialism answer leads comunism succeed #semst,1,2
NONE,#lovepeace peaceful coexistence violence #terrorism #semst,0,2
AGAINST,conscious haunted #killary #marxism #semst,0,0
NONE,exciting hear fellows country tonights callar special shoutout #fellowsia #semst,2,2
AGAINST,emailgate news hashing bosnia sniper firar story again #semst,0,0
FAVOR,before leaving dads liberty framing pictures meeting hillary bill clinton #semst,0,1
AGAINST,because comon core comon croks comon lies #nohillary #stophillaryclinton #whyimnotvotingforhillary #semst,0,0
NONE,tolerance best #semst,1,2
AGAINST,fashion news hillary clothing line coming called flip flops #tcot #benghazi #semst,0,0
AGAINST,hilly barrys blody benghazi bambozle #hillaryicecreamflavors #tcot #wakeupamerica #semst,0,0
NONE,stump speech stump park attendance mandatory #semst,0,2
AGAINST,business presidential seat #hillaryclinton #semst,0,0
